meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
NX1338,0.171968907,0.193967596,0.173924446,0.184860587,0.16246213,0.167824641,0.107355222,0.143177524,0.16860655,0.18821907,0.306281775,0.267686635,0.266173899,0.226596519,0.255989313,0.287714392,0.261275589,0.279304534,0.284680575,0.263273537,0.274139464,0.239540115,0.256900489,0.258192688,5.061591625,3.532055616,4.096213818,4.145365715,4.296460629,4.002635956,4.343888283,3.69542408,3.961935043,3.739685059,106.0830925,112.0218879,104.8057018,114.5530992,107.706324
NX1339,0.378783017,0.372469217,0.363760263,0.362778485,0.324738026,0.352690101,0.324545324,0.363935918,0.382446796,0.398161709,0.427745521,0.500297308,0.459328383,0.433351517,0.375285029,0.347405255,0.441833258,0.433294773,0.479714453,0.634213865,0.561014414,0.685012221,0.560339451,0.510990798,10.620792,10.606717,10.630349,10.632501,10.628602,10.632506,10.654293,10.641383,10.618693,10.589416,338.189311,339.3215291,338.4737804,335.9867511,321.8341714
NX1340,0.351078451,0.399411321,0.385368258,0.313586891,0.308697462,0.266357899,0.338938177,0.319795907,0.343498558,0.340855896,0.368135631,0.400536686,0.38004607,0.394615293,0.428475678,0.428089529,0.447424918,0.445612371,0.429828852,0.49089101,0.487107992,0.527362049,0.541890442,0.461390525,11.19713556,11.29842376,11.03530884,10.9916942,10.85759048,10.78177,10.90233107,10.81658415,10.9602512,10.92554569,339.8872796,330.5978441,337.8721013,346.1829562,311.2709556
NX1341,0.291441172,0.294932663,0.267724037,0.260944545,0.271736681,0.267761827,0.290881664,0.35548237,0.437283427,0.459498525,0.404867947,0.330141753,0.277731866,0.276870221,0.242272943,0.259986758,0.225176156,0.229781955,0.307155311,0.476209462,0.513396561,0.556615949,0.472244561,0.425100029,10.92261219,11.51077175,9.529425621,8.14379406,8.100327492,7.70719099,8.414925575,7.944360256,7.538015366,8.058083534,273.5458028,269.5653472,261.3174357,269.8160851,271.4681954
NX1342,0.18,0.176,0.158,0.193,0.182,0.187,0.168,0.237,0.191,0.19,0.204,0.196,0.209,0.217,0.21,0.181,0.181,0.208,0.263,0.257,0.256,0.295,0.293,0.294,6.160091822,6.087625,6.064644791,6.243505408,6.262955219,5.8792922,5.828687,5.769714822,5.6829208,5.7350468,203.9139179,216.4297137,202.0538187,209.3751349,201.1336294
NX1343,0.143670317,0.143346103,0.142163188,0.165497744,0.139313477,0.141022352,0.158712734,0.146706944,0.162614277,0.134573021,0.143632874,0.152520981,0.154708594,0.14756763,0.151860162,0.144840222,0.158128166,0.147783624,0.15311244,0.146704608,0.157603829,0.154856185,0.141151292,0.155931539,3.840666667,17.15033333,15.963,10.152,15.3875,15.5585,3.8265,3.840666667,17.15033333,15.23833333,384.943,373.5281667,324.9855,368.474,372.5096667
NX1344,0.405580729,0.401786,0.397838384,0.351393044,0.336345613,0.313619316,0.272081882,0.281902194,0.253210872,0.266132027,0.294989735,0.272402942,0.25731948,0.23633492,0.225877523,0.182972923,0.191516712,0.164178848,0.229115471,0.299637556,0.321391314,0.479454219,0.514352441,0.515565813,6.222179413,6.611038208,6.252261162,7.246315956,6.308380604,6.9736619,5.862590313,7.261425018,6.060701847,6.973879337,210.5902095,210.4239512,197.477431,211.884571,202.7486028
NX1345,0.205338448,0.268526256,0.213672727,0.207210854,0.227676719,0.156941384,0.224726021,0.195144817,0.245867044,0.384365976,0.450912207,0.455402851,0.36356473,0.35022071,0.369889617,0.399407059,0.300003052,0.385468572,0.531973839,0.564042628,0.565951109,0.517067254,0.671093047,0.525227904,7.209278107,7.643601418,6.770657063,7.43461895,6.470127106,6.97841692,6.77964592,6.552634239,6.60574007,6.923535347,239.6117778,247.9305079,240.7335228,243.3645625,233.0901647
NX1346,0.167565211,0.116568614,0.249632814,0.200371601,0.30422151,0.178408969,0.389281373,0.355005832,0.427582989,0.648772357,0.379488503,0.360907454,0.328665918,0.335624808,0.367166423,0.464115412,0.469702525,0.316558963,0.448789653,0.401001059,0.24687622,0.502984856,0.346226313,0.255426729,7.620716572,6.379487038,6.810330868,7.217333794,6.86823988,5.982447624,6.741611004,6.11308527,5.828645229,5.781757355,211.8838565,204.6545247,200.1337212,204.1151974,194.4171112
NX1347,0.330144554,0.391973674,0.339888483,0.352033615,0.379017651,0.296236217,0.262251824,0.260325968,0.256095231,0.38517946,0.303568184,0.290585339,0.24060151,0.222712293,0.344954729,0.375921011,0.327862024,0.429288328,0.460051566,0.54422605,0.541652858,0.467232645,0.507541418,0.543246031,8.627297753,8.003727035,7.869198549,7.96201593,7.963249045,7.876912574,7.840733637,7.919846002,7.860578611,7.774956963,239.8052992,241.9624464,232.3312806,241.5448199,230.3301632
NX1348,0.191569726,0.238976998,0.307366274,0.283011697,0.300815373,0.23660757,0.225684055,0.28618921,0.23256116,0.265361417,0.299650821,0.342285411,0.313823268,0.215326989,0.234356736,0.216822649,0.222809726,0.195146883,0.166956653,0.176936976,0.146524828,0.218620941,0.208649848,0.214713724,7.47142458,7.735927105,6.136567116,6.503283501,7.649201393,6.764343739,7.605810165,6.305460453,6.71235466,8.101392746,214.4910904,207.8189474,205.0547744,210.1642442,204.1575448
NX1349,0.2995,0.3195,0.293,0.2835,0.246,0.2525,0.27,0.2965,0.351,0.3405,0.392,0.4025,0.333,0.3185,0.3685,0.2985,0.3035,0.31,0.352,0.3915,0.4415,0.446,0.4405,0.4575,7.453099251,7.764940262,7.30389595,8.585865021,7.652302265,6.733181,7.67100668,8.775104523,7.96731472,7.048990726,256.5972096,258.1190868,250.0997319,256.6071233,246.8539946
NX1350,0.0775,0.068,0.0725,0.07,0.0705,0.0755,0.079,0.0705,0.0745,0.076,0.072,0.071,0.073,0.069,0.083,0.086,0.0835,0.0995,0.079,0.0745,0.069,0.077,0.0695,0.069,1.9625,6.0705,4.244333333,5.684666667,5.3335,6.7045,2.054666667,2.858,5.084,4.244333333,137.7505,146.558,122.972,140.544,141.1165
NX1351,0.882,0.8995,0.888,0.97,0.901,0.9255,1.0015,2.007,2.234,2.492,2.2245,2.3835,2.45,2.048,2.1145,1.9195,1.935,1.9705,1.9555,1.007,0.8635,0.966,0.8015,0.694,33.64073,31.550545,29.831885,30.67257,32.309145,33.420845,34.63589,33.847095,31.448195,30.991765,1254.308333,1255.554333,1245.797833,1239.4635,1167.536667
NX1352,0.389840305,0.336522996,0.172863916,0.183550298,0.151446536,0.152272835,0.188777536,0.196281239,0.175353199,0.34823668,0.51411289,0.450140119,0.465320587,0.388489902,0.391307414,0.352549195,0.425367028,0.398080319,0.52474308,0.450263411,0.551298141,0.4970752,0.518438458,0.501465678,6.5796782,6.617497992,6.418481939,6.179326292,6.051882041,6.087746553,6.286132877,6.588407056,6.656572325,6.454003477,237.6200894,230.7827788,230.2648271,236.5787181,225.3123257
NX1353,0.11,0.116,0.12,0.12,0.111,0.104,0.111,0.106,0.12,0.223,0.381,0.388,0.365,0.301,0.166,0.171,0.179,0.217,0.235,0.311,0.371,0.391,0.242,0.154,3.990660714,5.997477679,5.7175,7.8745,6.62325,6.747183995,6.331357143,4.962330357,5.997477679,3.978,194.7173705,206.0641862,191.4830623,194.0292111,209.8862978
NX1354,2.652244568,2.637248039,2.704843998,2.721726179,2.639022827,2.654124022,2.78645134,2.784204006,2.681948662,2.660320997,2.664413214,2.691557646,2.674986839,2.77878356,2.716674805,2.658003807,2.702877522,2.651796818,2.576956749,2.610693932,2.582112789,2.582287312,2.641237259,2.617994308,62.39374,61.67747,61.042195,60.788355,61.064925,61.753145,62.30459,62.057985,61.272135,60.649875,1886.433667,1886.75,1840.545667,1888.559333,1825.408333
NX1355,0.198684022,0.38784951,0.217474416,0.19051373,0.162667513,0.211760685,0.187701017,0.343612224,0.423582673,0.474660605,0.550503492,0.404782534,0.313530326,0.323970705,0.274258912,0.171808511,0.203004941,0.218529895,0.226749331,0.294772178,0.307134897,0.348862231,0.431785017,0.390963882,8.807320393,8.622118856,8.822261022,8.852384596,8.838885929,8.95250654,8.885492547,8.835249804,8.753920138,8.916709418,252.2151643,258.9651843,246.5661535,257.4640129,247.1829158
NX1356,0.162,0.161,0.157,0.152,0.148,0.143,0.143,0.143,0.181,0.23,0.395,0.428,0.5,0.416,0.359,0.399,0.384,0.378,0.45,0.497,0.354,0.338,0.352,0.203,7.759485275,7.745183001,7.773265215,7.595840833,7.799600825,7.810403413,7.994931562,7.8811423,8.157380003,7.933854533,245.4634992,241.877401,243.5811925,250.274445,231.4804837
NX1357,2.061120272,2.159340382,2.185057878,2.179622889,2.149171352,1.018596649,0.409965217,0.365848422,0.892145097,1.268514752,1.613024712,1.703874469,1.961787581,2.444502592,2.316684723,2.171058893,2.293769121,2.240006924,2.175789356,2.27591753,2.373994112,2.406836748,2.457387209,2.564851046,41.0281,40.95167,40.8447,40.78966,40.868255,40.393835,41.229725,41.576145,42.433435,42.93374,1377.938833,1390.045333,1371.225667,1438.270667,1326.4045
NX1358,0.339016378,0.287923664,0.304847777,0.23660244,0.242849156,0.250753939,0.24125275,0.3141599,0.52588439,0.319985271,0.230120897,0.272608757,0.265542746,0.329497337,0.329262644,0.307075679,0.345086366,0.337247759,0.344464719,0.398398459,0.425069362,0.456258446,0.406844854,0.413055837,8.214513,8.201861,8.214588,8.204079444,8.205079444,8.201631,8.209502,8.217705,8.205597,8.205941,271.1982612,266.6274134,266.5358524,273.7801187,262.2892811
